genreid,movieid,userid,rating,timestamp,name
5,19,34,2,982513095,Comedy
5,19,47,4,1162148870,Comedy
5,19,65,2,970393306,Comedy
5,19,66,3,1111545371,Comedy
5,19,77,3,833148810,Comedy
5,19,80,3,832581329,Comedy
5,19,88,4,1084379834,Comedy
5,20,13,3,1022096205,Comedy
5,20,18,4,1111554574,Comedy
5,20,76,3,834876951,Comedy
5,21,4,3,844416980,Comedy
5,21,10,5,941529762,Comedy
5,21,19,4,877082232,Comedy
5,21,22,4,838983431,Comedy
5,21,23,4,849544070,Comedy
5,21,36,3,1049771784,Comedy
5,21,67,4,832997196,Comedy
5,21,76,2,834876763,Comedy
5,21,79,3,844424162,Comedy
5,21,83,3,849549539,Comedy
5,21,89,5,830343588,Comedy
5,34,4,5,844416936,Comedy
5,34,8,3,1116547009,Comedy
5,34,10,4,941555627,Comedy
5,34,18,4,1111545991,Comedy
5,34,22,3,838983415,Comedy
5,34,30,5,876528236,Comedy
5,34,34,2,982510745,Comedy
5,34,36,3,1049771536,Comedy
5,34,38,1,1162328255,Comedy
5,34,40,5,945889233,Comedy
5,34,43,3,912611465,Comedy
5,34,44,5,948218007,Comedy
5,34,47,2,1162150039,Comedy
5,34,50,3,838984349,Comedy
5,34,51,1,947454579,Comedy
5,34,54,4,844425181,Comedy
5,34,56,4,1162163998,Comedy
5,34,58,2,951028200,Comedy
5,34,65,3,970393437,Comedy
5,34,83,3,849548903,Comedy
5,34,89,4,830343706,Comedy
5,34,91,4,948228781,Comedy
5,39,4,3,844417037,Comedy
5,39,8,3,1116549031,Comedy
5,39,19,3,877082458,Comedy
5,39,23,3,849544010,Comedy
5,39,34,1,982511073,Comedy
5,39,36,4,1049772804,Comedy
5,39,38,2,1162328929,Comedy
5,39,41,4,959866978,Comedy
5,39,43,5,912611652,Comedy
5,39,50,4,838984401,Comedy
5,39,58,4,947910094,Comedy
5,39,60,4,857915619,Comedy
5,39,69,3,959876969,Comedy
5,39,71,3,838985458,Comedy
5,39,73,4,974300571,Comedy
5,39,88,4,1084225479,Comedy
5,39,89,3,830343705,Comedy
5,45,18,4,1111546657,Comedy
5,45,19,2,877087075,Comedy
5,45,41,2,959867788,Comedy
5,45,60,3,857916142,Comedy
5,45,67,3,832997804,Comedy
5,45,73,4,974326984,Comedy
5,45,77,4,833219262,Comedy
5,52,5,4,857911416,Comedy
5,52,33,4,849544414,Comedy
5,52,51,4,982369034,Comedy
5,52,56,4,1162156408,Comedy
5,52,64,4,857914351,Comedy
5,52,65,3,970835727,Comedy
5,52,79,4,844424433,Comedy
5,52,83,1,849547166,Comedy
5,58,5,3,857911416,Comedy
5,58,10,3,941529218,Comedy
5,58,51,5,941539690,Comedy
5,58,58,4,953270964,Comedy
5,58,64,3,857914351,Comedy
5,58,65,3,970836286,Comedy
5,58,79,3,844424499,Comedy
5,58,89,4,830343992,Comedy
5,63,34,2,981825939,Comedy
5,63,35,2,1133600327,Comedy
5,63,36,3,1049773428,Comedy
5,64,24,5,868254570,Comedy
5,64,65,3,970837159,Comedy
5,65,27,3,857911839,Comedy
5,65,34,2,982513281,Comedy
5,65,57,3,868259846,Comedy
5,69,34,3,981825144,Comedy
5,69,41,3,959867546,Comedy
5,70,8,5,1111545880,Comedy
5,70,34,2,981826431,Comedy
5,70,35,3,1133600164,Comedy
5,70,36,3,1049773349,Comedy
5,70,37,3,1111545144,Comedy
5,70,45,2,974295937,Comedy
5,70,77,3,832198820,Comedy
5,72,65,3,970834442,Comedy
5,82,78,4,1083964836,Comedy
5,82,85,3,941537816,Comedy
5,88,13,4,1035217720,Comedy
5,88,27,3,857912083,Comedy
5,88,34,3,982513095,Comedy
5,88,57,4,868259946,Comedy
5,88,88,4,1084226425,Comedy
5,93,8,3,1115860763,Comedy
5,93,77,3,832199373,Comedy
5,94,24,3,868254506,Comedy
5,101,7,5,1054292314,Comedy
5,101,73,4,974300761,Comedy
5,101,78,5,1089332861,Comedy
5,101,92,4,1162165850,Comedy
5,102,27,3,857912083,Comedy
5,102,57,4,868259996,Comedy
5,102,65,2,970835897,Comedy
5,102,83,3,849547588,Comedy
5,104,8,4,1116549026,Comedy
5,104,9,2,1162141411,Comedy
5,104,18,3,1111544798,Comedy
5,104,24,4,868254354,Comedy
5,104,30,5,876526337,Comedy
5,104,34,4,981825342,Comedy
5,104,36,5,1049773349,Comedy
5,104,43,5,912612677,Comedy
5,104,57,5,868259691,Comedy
5,104,83,3,849547166,Comedy
5,104,88,4,1084225187,Comedy
5,104,90,5,857915304,Comedy
5,107,27,2,857911839,Comedy
5,107,30,5,876526953,Comedy
5,107,43,5,912613190,Comedy
5,107,57,3,868259846,Comedy
5,107,65,3,970835897,Comedy
5,107,77,3,833278167,Comedy
5,107,90,4,857915456,Comedy
5,112,18,4,1111544865,Comedy
5,112,19,4,877082016,Comedy
5,112,24,4,868254354,Comedy
5,112,37,2,1111545017,Comedy
5,112,57,5,868259691,Comedy
5,112,73,4,974326984,Comedy
5,112,77,4,832198632,Comedy
5,122,1,5,838985046,Comedy
5,125,44,5,948218911,Comedy
5,125,68,5,945878692,Comedy
5,129,65,3,977679941,Comedy
5,135,27,2,857911649,Comedy
5,135,57,4,868259747,Comedy
5,135,65,4,948231115,Comedy
5,135,83,3,849547225,Comedy
5,135,90,3,857915374,Comedy
5,141,5,3,857911264,Comedy
5,141,8,4,1111546505,Comedy
5,141,13,2,1023205618,Comedy
5,141,19,4,877082016,Comedy
5,141,23,3,849543482,Comedy
5,141,30,5,876526582,Comedy
5,141,33,3,849544161,Comedy
5,141,41,3,959867788,Comedy
5,141,43,4,912612234,Comedy
5,141,57,3,868259588,Comedy
5,141,64,3,858445409,Comedy
5,141,65,3,970393578,Comedy
5,141,83,5,849547083,Comedy
5,141,84,4,868260846,Comedy
5,141,90,4,857915097,Comedy
5,144,65,2,970393699,Comedy
5,144,79,3,844424534,Comedy
5,144,80,4,832581899,Comedy
5,144,89,4,830344320,Comedy
5,153,4,5,844416699,Comedy
5,153,8,4,1115858517,Comedy
5,153,22,3,838983294,Comedy
5,153,26,3,844420933,Comedy
5,153,34,2,982512369,Comedy
5,153,36,2,1049770512,Comedy
5,153,47,5,1162149943,Comedy
5,153,50,3,838984207,Comedy
5,153,56,1,1162155542,Comedy
5,153,59,3,838984604,Comedy
5,153,62,4,834874529,Comedy
5,153,65,3,970393578,Comedy
5,153,67,3,832997067,Comedy
5,153,71,3,838985195,Comedy
5,153,76,3,834876515,Comedy
5,153,77,4,832197974,Comedy
5,153,89,3,830343530,Comedy
5,156,60,2,857914248,Comedy
5,171,5,3,857912492,Comedy
5,174,34,2,982513018,Comedy
5,174,40,3,945876902,Comedy
5,176,40,3,945889180,Comedy
5,176,79,4,844424499,Comedy
5,180,8,3,1111546070,Comedy
5,180,36,5,1049772374,Comedy
5,186,18,3,1111546491,Comedy
5,186,34,3,981825917,Comedy
5,186,50,2,838984545,Comedy
5,186,65,3,951147193,Comedy
5,186,74,4,1111545384,Comedy
5,194,5,3,857912933,Comedy
5,194,51,5,941539073,Comedy
5,194,60,4,857915659,Comedy
5,194,79,4,844424433,Comedy
5,195,41,3,959867198,Comedy
5,195,65,3,951084810,Comedy
5,195,77,3,832199238,Comedy
5,203,18,4,1111554072,Comedy
5,203,55,2,1049782371,Comedy
5,205,43,4,912612163,Comedy
5,205,79,3,844424715,Comedy
5,216,8,4,1111546571,Comedy
5,216,18,4,1111553863,Comedy
5,216,34,2,982512444,Comedy
5,216,36,5,1049773861,Comedy
5,216,43,5,912612621,Comedy
5,216,67,4,832997754,Comedy
5,216,80,2,832581686,Comedy
5,216,88,5,1084223392,Comedy
5,216,89,2,830344131,Comedy
5,218,38,4,1162857381,Comedy
5,218,77,3,833148623,Comedy
5,223,8,3,1115859668,Comedy
5,223,23,4,849544123,Comedy
5,223,35,2,1133602134,Comedy
5,223,36,4,1049771199,Comedy
5,223,37,4,1112169574,Comedy
5,223,40,3,945889270,Comedy
5,223,41,3,959867750,Comedy
5,223,67,5,832997339,Comedy
5,223,73,5,974297874,Comedy
5,223,78,5,1089539630,Comedy
5,223,79,3,844424371,Comedy
5,223,80,4,832581521,Comedy
5,223,83,3,849633922,Comedy
5,223,85,4,941537753,Comedy
5,223,87,5,981570221,Comedy
5,223,91,2,948229641,Comedy
5,224,19,5,877087529,Comedy
5,224,65,3,970778962,Comedy
5,231,1,5,838983392,Comedy
5,231,4,1,844416742,Comedy
5,231,8,3,1116548550,Comedy
5,231,18,3,1111546018,Comedy
5,231,22,3,838983309,Comedy
5,231,34,2,981826147,Comedy
5,231,36,5,1049773892,Comedy
5,231,38,1,1162328301,Comedy
5,231,47,4,1162150066,Comedy
5,231,50,3,838984242,Comedy
5,231,54,1,844425055,Comedy
5,231,59,3,838984671,Comedy
5,231,62,3,834874553,Comedy
5,231,67,4,832997117,Comedy
5,231,76,3,834876566,Comedy
5,231,77,1,833278196,Comedy
5,231,79,3,844423805,Comedy
5,231,80,3,832581168,Comedy
5,231,89,4,830343622,Comedy
5,232,5,3,857912933,Comedy
5,232,23,5,849544099,Comedy
5,232,65,2,970778963,Comedy
5,232,77,4,832198347,Comedy
5,232,85,4,941537980,Comedy
5,234,67,3,832997427,Comedy
5,234,80,2,832581663,Comedy
5,234,88,4,1084380637,Comedy
5,235,5,4,857912535,Comedy
5,235,9,5,1162141407,Comedy
5,235,30,5,876528410,Comedy
5,235,40,5,945889007,Comedy
5,235,45,3,974295501,Comedy
5,235,56,5,1162155084,Comedy
5,235,58,4,951028892,Comedy
5,235,68,5,945878923,Comedy
5,235,73,4,974298317,Comedy
5,235,77,4,832198591,Comedy
5,235,78,4,1089333265,Comedy
5,235,79,3,844424597,Comedy
5,235,80,4,832581400,Comedy
5,235,83,4,849548972,Comedy
5,235,91,4,948229737,Comedy
5,236,10,4,941545699,Comedy
5,236,34,4,981825634,Comedy
5,236,41,3,959867116,Comedy
5,236,43,5,912612621,Comedy
5,236,50,3,838984492,Comedy
5,236,55,3,1049776343,Comedy
5,236,65,3,970779158,Comedy
5,236,89,4,830343754,Comedy
5,239,36,2,1049771044,Comedy
5,239,65,2,970833133,Comedy
5,248,30,4,876529378,Comedy
5,248,67,2,832997829,Comedy
5,250,36,4,1049772178,Comedy
5,252,18,4,1111546528,Comedy
5,252,34,3,981825534,Comedy
5,252,50,3,838984512,Comedy
5,252,65,3,970833576,Comedy
5,252,67,4,832997263,Comedy
5,252,77,3,832331154,Comedy
5,256,8,3,1115860190,Comedy
5,267,34,2,982512735,Comedy
5,267,43,5,912612536,Comedy
5,267,48,5,1215134949,Comedy
5,267,67,3,832997866,Comedy
5,267,89,3,830344364,Comedy
5,272,78,5,1083962851,Comedy
5,272,79,3,844424339,Comedy
5,272,80,4,832581544,Comedy
5,274,36,2,1049945532,Comedy
5,275,34,3,981825323,Comedy
5,275,65,4,951085508,Comedy
5,276,18,3,1111553955,Comedy
5,276,34,3,982512735,Comedy
5,276,41,3,959867180,Comedy
5,281,67,5,832997804,Comedy
5,281,73,3,974298210,Comedy
5,281,79,4,844424292,Comedy
5,281,83,3,849634697,Comedy
5,289,43,5,912612234,Comedy
5,289,65,4,950886646,Comedy
5,296,10,2,941529864,Comedy
5,296,11,3,946012105,Comedy
5,296,13,4,1035218406,Comedy
5,296,18,5,1111545895,Comedy
5,296,22,5,838983277,Comedy
5,296,23,4,849544083,Comedy
5,296,34,1,981560766,Comedy
5,296,36,5,1049770460,Comedy
5,296,37,5,1112169586,Comedy
5,296,38,5,1171830368,Comedy
5,296,40,5,945889117,Comedy
5,296,44,5,948217802,Comedy
5,296,47,5,1162149621,Comedy
5,296,50,3,838984165,Comedy
5,296,51,5,941539507,Comedy
5,296,54,4,844421427,Comedy
5,296,56,5,1162155692,Comedy
5,296,58,4,951028225,Comedy
5,296,59,3,838984525,Comedy
5,296,60,3,857915337,Comedy
5,296,61,1,974297693,Comedy
5,296,62,3,834874506,Comedy
5,296,66,5,1111545823,Comedy
5,296,67,5,832997046,Comedy
5,296,68,5,945878577,Comedy
5,296,69,3,959875867,Comedy
5,296,71,5,838985105,Comedy
5,296,73,4,974297704,Comedy
5,296,75,5,1162160689,Comedy
5,296,76,2,834876471,Comedy
5,296,77,4,833278051,Comedy
5,296,78,5,1083991586,Comedy
5,296,79,5,844423718,Comedy
5,296,80,4,832581105,Comedy
5,296,81,5,1049794071,Comedy
5,296,82,3,1215148561,Comedy
5,296,85,5,941537530,Comedy
5,296,89,5,830343492,Comedy
5,305,19,3,877093317,Comedy
5,305,78,2,1097416586,Comedy
5,308,5,3,857912492,Comedy
5,308,10,3,941543005,Comedy
5,308,89,4,830344267,Comedy
5,317,4,5,844417037,Comedy
5,317,18,2,1111545299,Comedy
5,317,22,3,838983446,Comedy
5,317,30,3,876529166,Comedy
5,317,34,4,982511567,Comedy
5,317,36,3,1049943346,Comedy
5,317,43,5,912612677,Comedy
5,317,54,2,844425311,Comedy
5,317,65,4,948226196,Comedy
5,317,67,3,832997196,Comedy
5,317,77,3,832198083,Comedy
5,317,83,3,849548903,Comedy
5,317,88,4,1084225529,Comedy
5,317,91,2,948232133,Comedy
5,319,23,4,849544135,Comedy
5,319,35,4,1133602174,Comedy
5,319,37,4,1115624874,Comedy
5,319,73,4,974327650,Comedy
5,319,77,4,833278051,Comedy
5,319,79,3,844424338,Comedy
5,322,79,4,844424433,Comedy
5,324,8,4,1115859635,Comedy
5,325,13,3,1035218019,Comedy
5,327,19,4,877089379,Comedy
5,327,78,4,1089536450,Comedy
5,327,89,2,830344240,Comedy
5,333,14,4,1133572033,Comedy
5,333,34,5,982512339,Comedy
5,333,36,5,1049772374,Comedy
5,333,67,3,832997327,Comedy
5,333,77,3,832199084,Comedy
5,333,80,3,832581499,Comedy
5,333,88,4,1084225228,Comedy
5,339,19,4,877081264,Comedy
5,339,22,3,838983343,Comedy
5,339,23,5,849544010,Comedy
5,339,26,3,844421001,Comedy
5,339,30,5,876529534,Comedy
5,339,38,3,1164583796,Comedy
5,339,41,4,959866516,Comedy
5,339,43,5,912612344,Comedy
5,339,50,3,838984291,Comedy
5,339,54,3,844425134,Comedy
5,339,59,3,838984807,Comedy
5,339,62,3,834874576,Comedy
5,339,65,3,970837284,Comedy
5,339,67,3,832997137,Comedy
5,339,76,4,834876608,Comedy
5,339,77,3,832330398,Comedy
5,339,79,3,844423891,Comedy
5,342,18,4,1111546514,Comedy
5,342,34,1,981824664,Comedy
5,342,37,3,1111545063,Comedy
5,342,51,4,982368829,Comedy
5,342,58,4,951028881,Comedy
5,342,60,3,857915337,Comedy
5,342,74,4,1111545419,Comedy
5,342,81,4,1049793801,Comedy
5,344,4,2,844416699,Comedy
5,344,8,4,1115859645,Comedy
5,344,13,4,1023205271,Comedy
5,344,18,4,1111545958,Comedy
5,344,22,3,838983293,Comedy
5,344,26,3,844420933,Comedy
5,344,30,4,876529501,Comedy
5,344,34,2,981825832,Comedy
5,344,35,3,1133600728,Comedy
5,344,47,4,1162149935,Comedy
5,344,50,1,838984207,Comedy
5,344,54,1,844425030,Comedy
5,344,59,1,838984604,Comedy
5,344,62,3,834874529,Comedy
5,344,67,5,832997067,Comedy
5,344,72,3,844423556,Comedy
5,344,76,2,834876515,Comedy
5,344,77,3,832197974,Comedy
5,344,79,3,844423761,Comedy
5,344,80,4,832581139,Comedy
5,344,88,4,1084225428,Comedy
5,344,89,5,830343531,Comedy
5,345,5,3,857912365,Comedy
5,345,8,2,1115858425,Comedy
5,345,12,4,962591012,Comedy
5,345,18,4,1111546652,Comedy
5,345,19,4,877082458,Comedy
5,345,51,1,941539284,Comedy
5,345,73,4,974300707,Comedy
5,348,5,4,857912657,Comedy
5,348,43,1,912611750,Comedy
5,348,44,5,948218694,Comedy
5,348,56,5,1162156378,Comedy
5,348,60,3,857915579,Comedy
5,348,65,2,970393700,Comedy
5,348,67,5,832997379,Comedy
5,348,69,4,959876877,Comedy
5,348,73,3,974327029,Comedy
5,348,79,3,844424687,Comedy
5,351,38,4,1162857368,Comedy
5,355,1,5,838984474,Comedy
5,355,37,1,1111545289,Comedy
5,355,65,3,970779158,Comedy
5,355,83,2,849549770,Comedy
5,355,88,4,1084225880,Comedy
5,356,1,5,838983653,Comedy
5,356,10,3,941545130,Comedy
5,356,18,5,1111545900,Comedy
5,356,19,4,877081138,Comedy
5,356,22,4,838983391,Comedy
5,356,30,5,876528890,Comedy
5,356,34,1,981824294,Comedy
5,356,36,5,1049772217,Comedy
5,356,38,5,1162148346,Comedy
5,356,41,5,959867713,Comedy
5,356,43,3,912611560,Comedy
5,356,44,2,948217259,Comedy
5,356,45,5,974295546,Comedy
5,356,50,5,838984320,Comedy
5,356,51,5,1199220374,Comedy
5,356,54,5,844425083,Comedy
5,356,56,5,1162155695,Comedy
5,356,61,5,974297741,Comedy
5,356,65,3,950878831,Comedy
5,356,68,3,945877419,Comedy
5,356,69,3,959873922,Comedy
5,356,72,4,844423616,Comedy
5,356,77,5,832985079,Comedy
5,356,78,4,1089540334,Comedy
5,356,79,3,844423829,Comedy
5,356,88,5,1084225225,Comedy
5,356,89,5,830344669,Comedy
5,356,91,4,948230849,Comedy
5,356,92,5,1162162941,Comedy
5,357,8,3,1116550544,Comedy
5,357,10,4,941545179,Comedy
5,357,18,4,1111546053,Comedy
5,357,19,4,877081968,Comedy
5,357,22,4,838983501,Comedy
5,357,30,4,876528470,Comedy
5,357,41,4,959867643,Comedy
5,357,42,4,844421539,Comedy
5,357,50,5,838984470,Comedy
5,357,51,4,941559978,Comedy
5,357,60,3,857915513,Comedy
5,357,65,4,948224633,Comedy
5,357,77,4,833278066,Comedy
5,357,78,5,1089539925,Comedy
5,357,79,4,844424239,Comedy
5,357,83,3,849634623,Comedy
5,361,18,4,1111554110,Comedy
5,367,4,3,844416936,Comedy
5,367,16,3,912601487,Comedy
5,367,18,3,1111546026,Comedy
5,367,23,4,849544112,Comedy
5,367,26,3,844421023,Comedy
5,367,30,5,876529087,Comedy
5,367,34,3,981825670,Comedy
5,367,36,4,1049943292,Comedy
5,367,43,5,912612536,Comedy
5,367,47,4,1162150073,Comedy
5,367,54,3,844425181,Comedy
5,367,56,4,1162156090,Comedy
5,367,65,4,948229224,Comedy
5,367,67,4,832997350,Comedy
5,367,72,5,844423668,Comedy
5,367,77,4,832199227,Comedy
5,367,80,4,832581632,Comedy
5,367,81,5,1049794031,Comedy
5,367,88,4,1084225458,Comedy
5,368,8,4,1116549003,Comedy
5,368,30,5,876528782,Comedy
5,368,36,4,1049772486,Comedy
5,368,65,4,948231232,Comedy
5,368,66,3,1111545391,Comedy
5,370,1,5,838984596,Comedy
5,370,8,2,1115858420,Comedy
5,370,18,4,1111545285,Comedy
5,370,30,2,876529814,Comedy
5,370,34,2,982512561,Comedy
5,370,36,2,1049769376,Comedy
5,370,46,1,1111545036,Comedy
5,370,56,2,1162157576,Comedy
5,370,74,4,1111545355,Comedy
5,370,88,5,1084225685,Comedy
5,371,30,5,876529576,Comedy
5,371,34,2,981825589,Comedy
5,371,53,3,1022108265,Comedy
5,371,77,3,832199523,Comedy
5,372,8,4,1116549018,Comedy
5,372,42,3,844421916,Comedy
5,372,77,3,832985238,Comedy
5,372,79,4,844424687,Comedy
5,372,88,4,1084223362,Comedy
5,374,18,1,1111550464,Comedy
5,374,77,3,833149025,Comedy
5,378,43,4,912612344,Comedy
5,380,4,3,844416656,Comedy
5,380,18,4,1111545923,Comedy
5,380,19,3,877081016,Comedy
5,380,22,4,838983277,Comedy
5,380,26,4,844420906,Comedy
5,380,30,5,876528378,Comedy
5,380,34,3,981561553,Comedy
5,380,35,1,1133601649,Comedy
5,380,36,3,1049834480,Comedy
5,380,38,4,1162148670,Comedy
5,380,41,3,959867065,Comedy
5,380,50,2,838984165,Comedy
5,380,54,5,844421427,Comedy
5,380,58,4,951028903,Comedy
5,380,62,4,834874506,Comedy
5,380,67,5,832997046,Comedy
5,380,71,3,838985106,Comedy
5,380,72,4,844423534,Comedy
5,380,76,5,834876471,Comedy
5,380,77,4,832197946,Comedy
5,380,79,3,844423718,Comedy
5,380,80,4,832581105,Comedy
5,380,86,4,945879036,Comedy
5,380,88,3,1084223923,Comedy
5,380,89,4,830343492,Comedy
5,410,4,5,844416936,Comedy
5,410,19,3,877089404,Comedy
5,410,36,4,1049773629,Comedy
5,410,47,4,1162148805,Comedy
5,410,50,3,838984319,Comedy
5,410,54,3,844425181,Comedy
5,410,58,4,953271020,Comedy
5,410,60,2,857915382,Comedy
5,410,62,3,834874656,Comedy
5,410,65,3,970393307,Comedy
5,410,66,3,1111545305,Comedy
5,410,71,3,838985371,Comedy
5,410,77,3,832330409,Comedy
5,410,83,4,849548939,Comedy
5,413,8,3,1116548982,Comedy
5,413,77,3,833148861,Comedy
5,413,80,2,832581686,Comedy
5,415,19,1,877093864,Comedy
5,417,51,4,942230212,Comedy
5,417,79,3,844424824,Comedy
5,420,1,5,838983834,Comedy
5,420,4,3,844417004,Comedy
5,420,8,2,1115858384,Comedy
5,420,18,3,1111546262,Comedy
5,420,34,3,982512421,Comedy
5,420,50,1,838984401,Comedy
5,420,75,2,1162160202,Comedy
5,420,77,3,832198112,Comedy
5,420,89,3,830343774,Comedy
5,432,4,3,844417070,Comedy
5,432,8,3,1116550530,Comedy
5,432,30,4,876529166,Comedy
5,432,34,3,982513018,Comedy
5,435,4,3,844417070,Comedy
5,435,8,4,1111623657,Comedy
5,435,19,1,877093423,Comedy
5,435,65,4,950988253,Comedy
5,435,67,3,832997232,Comedy
5,435,83,3,849553123,Comedy
5,435,88,3,1084379816,Comedy
5,437,34,2,982513223,Comedy
5,440,4,3,844417037,Comedy
5,440,11,5,945876668,Comedy
5,440,18,4,1111546135,Comedy
5,440,19,3,877086049,Comedy
5,440,30,5,876529221,Comedy
5,440,43,5,912612071,Comedy
5,440,50,3,838984449,Comedy
5,440,54,2,844425267,Comedy
5,440,65,3,970778725,Comedy
5,440,67,3,832997393,Comedy
5,440,68,4,945879153,Comedy
5,440,73,4,974327536,Comedy
5,440,77,3,833278134,Comedy
5,440,83,3,849633978,Comedy
5,441,40,4,945889270,Comedy
5,441,44,5,948218638,Comedy
5,444,65,2,970778963,Comedy
5,449,19,3,877080891,Comedy
5,450,19,4,877087563,Comedy
5,450,34,4,982511313,Comedy
5,466,1,5,838984679,Comedy
5,466,19,3,877089236,Comedy
5,466,30,2,876529737,Comedy
5,466,34,2,982512504,Comedy
5,466,65,3,970833576,Comedy
5,466,88,4,1084224292,Comedy
5,466,91,2,948230884,Comedy
5,468,65,3,970778963,Comedy
5,468,78,4,1083962900,Comedy
5,471,8,4,1116552919,Comedy
5,471,13,3,1023204881,Comedy
5,471,19,2,877082326,Comedy
5,471,51,5,942230084,Comedy
5,471,65,3,970833576,Comedy
5,471,79,4,844424632,Comedy
5,473,34,1,982513281,Comedy
5,485,18,4,1111546498,Comedy
5,485,34,2,982512952,Comedy
5,486,36,4,1049945357,Comedy
5,489,8,4,1115860202,Comedy
5,489,19,3,877093317,Comedy
5,492,51,5,941657030,Comedy
5,492,56,5,1162156377,Comedy
5,497,19,5,877080600,Comedy
5,497,23,5,849544099,Comedy
5,497,51,5,942230021,Comedy
5,497,58,4,951028480,Comedy
5,497,65,3,970835897,Comedy
5,497,78,4,1083964473,Comedy
5,497,85,3,941537920,Comedy
5,500,4,5,844416936,Comedy
5,500,8,3,1115858399,Comedy
5,500,18,3,1111546024,Comedy
5,500,19,4,877086284,Comedy
5,500,22,3,838983461,Comedy
5,500,30,4,876529004,Comedy
5,500,34,3,981825101,Comedy
5,500,36,4,1049773387,Comedy
5,500,38,4,1162328336,Comedy
5,500,43,5,912612412,Comedy
5,500,47,4,1162150060,Comedy
5,500,50,3,838984423,Comedy
5,500,54,3,844425180,Comedy
5,500,58,4,945877835,Comedy
5,500,65,4,951147002,Comedy
5,500,77,4,839401033,Comedy
5,500,79,3,844424013,Comedy
5,500,83,3,849549615,Comedy
5,500,88,5,1084225340,Comedy
5,500,92,3,1162169816,Comedy
5,505,34,2,982512952,Comedy
5,514,8,4,1111546487,Comedy
5,516,34,3,982511959,Comedy
5,516,88,4,1084226826,Comedy
5,518,65,4,951931987,Comedy
5,520,1,5,838984679,Comedy
5,520,8,5,1116552913,Comedy
5,520,18,4,1111546543,Comedy
5,520,34,1,982512098,Comedy
5,520,65,2,951147524,Comedy
